relative_humidity_set_1,wind_speed_set_1,dew_point_temperature_set_1d,peak_wind_direction_set_1
73,0,50.29,196
69,0,49.72,222
42,0,50.31,169
22,2,45.39,170
14,5,38.72,217
13,4,38.45,222
14,5,39.52,220
18,4,41.86,196
17,5,41.22,217
16,5,38.86,220
4,5,5.22,
19,3,39.1,224
25,1,41.05,220
32,0,42.22,214
38,0,44.04,20
40,0,42.68,174
43,0,41.84,340
46,0,42.69,292
47,0,42.33,35
48,0,41.04,213
51,0,41.69,226
53,0,41.77,242
54,0,41.32,264
58,0,43.19,231
62,0,44.95,184
64,0,47.69,182
41,2,49.66,148
23,2,47.41,262
17,5,41.22,217
14,5,38.72,212
13,5,37.65,221
13,5,37.65,226
14,5,37.11,207
15,4,37.23,237
15,4,35.61,214
16,3,33.96,203
22,2,36.94,229
28,0,37.92,219
32,0,37.82,14
36,0,38.16,228
38,0,37.75,231
40,1,37.26,188
42,0,37.6,187
44,0,37.88,271
47,0,37.74,212
49,0,37.88,177
52,1,38.48,215
53,0,38.97,157
58,0,41.31,219
62,0,44.95,186
40,2,47.19,121
21,2,43.34,170
13,5,35.26,234
13,5,36.86,221
12,5,36.44,212
11,5,33.5,236
13,4,35.26,212
13,4,34.46,201
14,4,34.7,217
17,3,36.29,213
23,1,38.07,220
30,0,40.55,216
33,0,39.49,217
36,0,39.05,241
39,1,38.42,215
41,0,37.89,181
43,0,38.2,233
46,0,38.1,2
49,0,38.81,323
51,0,38.91,229
55,0,38.99,201
62,0,42.11,218
61,0,43.57,171
39,1,45.62,155
19,2,40.76,34
14,5,37.11,226
14,5,38.72,235
13,5,38.45,232
14,5,39.52,213
16,4,39.67,211
17,5,40.4,216
18,4,40.21,209
21,4,40.82,209
25,3,41.91,225
31,0,42.27,220
35,0,42.78,346
40,1,42.68,236
44,0,42.44,354
47,0,42.33,227
51,0,42.62,8
53,0,42.7,179
55,0,42.73,174
57,1,42.73,224
59,0,42.7,179
61,0,42.63,331
64,0,43.89,220
67,0,47.01,179
43,1,47.3,153
26,2,47.23,68
17,5,40.4,230
16,5.99,40.49,212
16,5,42.12,219
17,5,42.86,204
18,5,41.86,210
18,5,41.03,233
19,5,40.76,207
22,3,41.17,219
28,1,43.12,211
35,0,44.56,224
42,0,45.77,2
45,0,43.94,214
48,0,43.8,242
51,0,43.55,206
54,0,43.19,210
58,0,44.13,191
60,0,44.08,174
62,0,43.05,353
64,1,42.94,218
65,1,43.35,182
67,0,44.15,211
66,0,45.66,172
43,1,46.39,147
21,2,41.66,74
17,2,42.86,158
16,5,42.12,230
15,5,42.9,217
15,5,42.9,207
17,5,42.86,229
20,4,45.42,214
21,4,45.02,216
24,4,45.12,208
30,3,45.8,230
35,0,45.45,206
41,0,46.04,166
46,0,45.44,229
49,0,44.34,338
54,0,45.05,224
57,0,44.61,226
58,0,44.13,199
59,0,42.7,226
59,0,41.75,200
58,0,39.43,221
59,0,39.87,236
61,0,40.73,217
60,0,42.19,174
37,2,42.44,155
17,2,37.93,151
14,3,39.52,209
15,5,41.28,215
11,5,35.85,197
12,5.99,36.44,221
12,5.99,34.86,214
13,5,35.26,223
16,3,38.86,224
21,3,41.66,214
27,2,43.04,224
33,0,43.9,226
38,0,44.04,11
43,0,43.66,204
46,0,44.52,206
49,0,43.42,229
51,0,43.55,182
52,0,42.2,331
52,0,42.2,181
55,0,41.8,184
55,0,40.86,175
58,0,41.31,180
60,0,43.14,239
62,0,44.95,166
46,1,48.19,144
22,1,42.86,123
19,5.99,44.08,228
17,5,43.68,213
17,4,44.5,208
17,4,43.68,215
17,5,41.22,222
18,4,41.86,211
21,4,43.34,227
24,4,44.27,208
29,1,44.91,222
36,0,45.3,220
42,0,45.77,
46,0,44.52,215
50,0,44.88,244
52,0,44.06,239
53,0,43.63,221
54,0,42.25,227
57,0,42.73,222
58,0,42.25,234
59,0,40.81,334
59,0,40.81,222
61,0,41.68,174
66,0,45.66,229
44,1,46.09,144
22,2,42.01,75
11,4,31.15,216
12,5,34.07,211
11,5,32.72,204
13,5,35.26,218
14,4,35.5,214
16,5,37.22,
16,4,35.59,218
,0,,
32,0,39.58,217
36,0,39.05,11
40,0,39.07,184
43,0,39.11,227
44,0,38.79,191
46,0,38.1,217
48,0,38.28,222
50,0,38.4,207
52,0,38.48,169
53,0,38.04,192
55,0,38.99,334
59,0,40.81,120
62,0,44,175
45,2,46.69,152
23,2,43.16,139
16,3,39.67,329
17,3,41.22,209
16,4,40.49,215
16,5,38.86,317
17,5,38.75,200
17,5,37.93,211
21,5,41.66,218
24,4,41.71,217
29,3,42.29,209
36,2,43.51,222
41,0,43.32,5
46,0,43.6,215
50,0,43.03,172
53,0,42.7,204
54,0,42.25,218
56,0,41.33,210
59,0,41.75,212
60,0,41.25,171
60,0,41.25,223
62,1,41.16,184
64,1,41.99,226
67,0,45.1,225
49,1,47.11,156
26,2,43.78,171
20,5,42.08,221
18,5,41.86,226
16,5,41.3,221
19,5.99,43.25,234
21,5,44.18,218
23,5.99,44.86,222
25,5,44.48,214
27,4,43.91,219
33,3,43.9,210
38,0,44.04,188
44,0,45.18,20
48,0,44.72,221
53,0,44.56,188
56,0,45.08,326
58,0,44.13,229
60,0,44.08,187
62,0,44,221
65,0,44.3,222
69,0,44.92,239
69,0,44.92,13
73,0,46.42,220
74,0,49.69,160
54,1,50.65,166
29,1,47.52,65
23,4,47.41,214
22,5,48.77,218
21,5,48.38,220
20,4,47.09,235
21,4,46.7,219
22,4,46.24,314
26,5,48.09,213
30,5,48.42,233
36,3,49.76,222
42,0,49.4,224
48,1,50.25,340
53,0,49.22,181
59,0,50.24,155
61,0,49.25,248
64,0,48.65,340
65,0,48.11,185
69,0,48.76,186
71,0,48.57,336
73,0,48.36,132
76,0,48.47,238
81,0,50.2,231
78,0,51.12,166
51,2,50.97,150
25,2,47.05,92
17,5,42.86,204
16,4,43.75,314
15,5.99,42.9,337
16,5,42.93,330
17,5,42.04,236
18,5.99,42.69,216
19,5,42.42,221
21,4,41.66,216
28,0,43.12,223
37,0,45.13,223
41,0,44.23,4
45,0,43.94,223
48,0,43.8,3
50,0,43.03,187
53,0,43.63,167
54,0,42.25,186
55,0,41.8,221
54,0,40.39,225
56,0,40.4,224
57,0,40.86,221
60,0,42.19,177
65,1,46.2,172
,1,,
25,2,46.19,225
14,4,38.72,211
13,5,39.25,231
12,5,38.02,218
14,5,41.13,222
15,5,40.47,226
17,5.99,42.04,213
18,4,41.86,218
25,1,45.34,224
31,2,45.78,219
41,0,48.75,210
40,0,43.58,173
43,0,43.66,220
46,0,42.69,
48,0,41.96,1
50,0,42.1,355
53,0,41.77,330
54,0,41.32,176
54,0,40.39,327
53,0,38.97,349
53,0,38.97,234
56,0,40.4,204
59,0,43.64,165
48,1,47.49,162
21,1,44.18,163
14,3,40.33,131
11,4,36.63,216
12,5,38.02,223
12,4,37.23,218
14,5,39.52,222
14,4,38.72,211
15,4,38.04,224
20,2,41.24,212
27,2,42.18,224
34,0,43.8,218
37,0,42.44,174
38,0,41.34,73
41,0,41.51,243
42,0,40.32,177
43,0,40.93,172
45,0,40.28,169
46,0,40.85,164
48,0,41.04,168
51,1,41.69,218
53,1,41.77,333
58,0,44.13,223
60,0,45.97,209
,0,,
24,1,48.53,119
14,4,41.13,176
11,5.99,35.07,223
10,5.99,35.05,214
11,5,36.63,231
12,7,36.44,225
12,5,36.44,209
13,5,35.26,223
16,3,37.22,220
23,2,39.77,182
28,0,40.52,227
32,0,40.46,337
35,0,40.11,230
38,0,39.55,213
40,0,39.97,191
42,0,39.42,216
44,0,39.7,339
47,0,40.49,175
49,0,40.65,178
50,0,40.25,335
53,1,41.77,241
56,0,43.21,16
58,0,45.07,164
48,0,50.25,169
21,2,44.18,152
14,3,41.13,241
12,5.99,38.02,223
11,5.99,37.42,219
10,5.99,34.27,216
11,5,35.07,218
11,5,33.5,227
12,4,34.07,213
16,2,36.41,227
25,1,40.19,224
31,0,41.4,14
32,0,38.7,197
35,0,39.22,48
37,0,38.86,52
41,0,39.7,177
41,0,38.8,343
43,0,38.2,173
45,0,38.46,216
48,0,39.2,183
50,0,40.25,209
52,0,40.34,339
58,0,43.19,156
61,0,46.41,160
47,1,49.68,140
23,1,47.41,139
18,3,47.64,109
13,5.99,40.84,213
13,5,41.64,224
14,5,41.93,218
15,4,42.09,227
16,5,42.93,213
17,4,42.04,235
24,2,45.97,219
32,2,47.5,230
38,0,47.63,221
41,0,46.94,179
44,0,46.09,202
46,0,45.44,228
49,0,46.19,168
51,0,45.4,221
52,0,44.99,212
52,1,44.99,333
53,0,44.56,178
54,1,45.05,178
57,0,45.55,184
63,0,48.22,163
60,1,51.64,164
45,2,53.09,230
32,2,53.67,78
42,2,57.57,172
49,1,60.96,81
44,2,61.6,82
41,1,59.61,83
44,1,60.69,175
15,2,42.09,230
61,0,46.41,169
62,0,46.84,217
65,0,48.11,150
67,0,49.88,157
49,0,51.73,153
27,1,52.55,153
17,2,47.79,136
13,3,41.64,169
11,4,38.98,223
11,5,38.98,155
11,4,38.2,217
16,3,41.3,182
17,1,42.04,180
26,0,46.37,21
34,0,48.23,87
39,0,48.32,347
42,0,48.49,64
45,0,48.51,87
49,0,48.96,13
46,0,46.35,207
52,1,47.77,7
52,0,46.85,343
53,1,46.42,349
53,0,44.56,226
54,0,45.05,345
55,0,44.6,9
58,0,46.01,212
63,0,51.07,169
57,2,53.06,154
37,1,53.18,164
25,2,50.48,83
20,3,49.6,89
13,4,43.23,202
12,4,39.61,220
13,5,40.05,231
13,5,40.05,237
19,4,43.25,15
27,1,48.23,84
35,1,49,186
46,0,52.77,350
47,0,51.52,6
43,1,48.21,192
42,0,45.77,6
43,0,44.57,127
46,0,44.52,16
48,1,43.8,221
48,0,42.88,187
49,0,42.5,237
50,0,42.1,
51,0,41.69,235
55,0,43.67,179
57,0,46.49,224
49,0,50.81,158
33,1,51.85,123
21,2,46.7,87
19,2,46.58,79
15,5,43.71,203
15,5.99,43.71,217
17,5.99,45.32,221
18,3,44.34,217
24,7,45.97,179
36,5,49.76,167
47,3,53.36,3
49,2,53.58,314
54,2,52.52,163
54,0,51.59,17
57,0,51.18,14
57,0,49.31,13
61,0,50.2,6
58,0,47.89,355
59,0,47.41,162
60,0,46.92,177
61,0,46.41,5
62,0,46.84,3
63,0,47.27,160
66,0,49.48,168
52,1,50.56,153
34,1,50.89,130
23,1,49.95,89
14,5,40.33,220
14,5.99,41.13,192
16,3,42.12,215
18,2,41.86,190
21,3,45.86,233
28,0,50.06,156
27,2,44.77,354
32,2,46.62,162
35,1,47.23,163
40,1,48.09,176
46,0,50.02,157
49,0,49.88,165
53,0,50.15,1
57,0,50.24,30
63,0,51.07,23
62,0,48.74,290
64,0,48.65,175
64,0,48.65,208
67,0,49.88,148
66,1,51.38,158
66,0,53.29,167
58,1,56.36,152
33,2,51.85,230
28,4,50.93,220
31,5,48.42,167
93,2,61.92,9
90,1,64.94,187
80,0,63.51,354
85,3,63.29,175
97,0,65.12,142
97,1,64.12,176
67,4,55.62,172
83,1,58.7,23
83,2,58.7,168
87,0,60.02,231
87,0,59.04,8
89,0,57.71,6
92,0,57.65,14
93,0,56.96,219
95,0,56.56,236
96,0,55.86,16
97,0,55.15,6
97,0,57.14,8
92,0,58.64,155
78,1,59.87,160
50,3,56.91,229
44,5,57.04,206
45,5.99,55.83,221
46,3,56.44,211
47,4,57.03,216
59,1,59.66,215
93,0,64.9,106
92,0,65.57,76
94,1,65.2,161
97,0,64.12,132
98,0,63.42,159
98,0,62.42,336
99,0,60.71,180
99,0,59.72,233
99,0,59.72,355
99,0,59.72,143
99,0,57.72,337
99,0,56.72,19
99,0,55.72,189
99,0,54.72,330
99,0,54.72,191
99,0,56.72,267
95,0,58.55,196
85,0,59.37,165
56,1,56.33,129
52,1,57.07,133
37,5,51.39,220
35,5.99,52.56,211
34,5,51.78,216
35,5,50.78,210
37,4,50.5,204
37,4,48.71,212
38,3,47.63,224
49,2,50.81,209
55,1,52.09,218
59,0,54.01,222
74,0,57.42,221
80,0,58.64,220
79,0,58.28,219
81,0,58.01,216
82,0,57.38,171
83,0,57.72,222
83,0,56.74,219
81,0,56.06,175
82,1,56.4,217
82,0,56.4,176
80,1,57.66,250
69,1,55.48,227
68,1,56.03,157
45,2,52.17,27
41,2,48.75,176
29,3,44.04,225
31,4,44.91,238
27,4,41.31,222
26,3,38.62,222
27,4,37.86,226
31,4,38.76,214
36,3,39.05,217
44,2,40.62,220
51,0,40.76,23
58,0,41.31,232
63,1,40.63,217
68,0,41.66,221
70,1,40.5,221
74,0,40.99,215
77,0,41.06,219
79,0,40.75,113
82,0,40.75,226
82,0,39.77,234
84,0,40.4,215
84,0,41.38,181
61,1,43.57,162
32,5,40.46,212
32,5.99,41.34,216
32,5.99,43.1,228
31,5.99,43.15,225
32,5.99,42.22,223
32,5,41.34,221
35,3,42.78,228
38,4,42.24,210
42,4,42.14,218
47,3,42.33,220
54,2,43.19,205
62,0,44,141
67,0,43.19,215
74,0,42.92,241
79,0,43.68,226
81,0,42.38,219
84,1,43.34,222
85,0,43.66,162
88,0,42.6,226
89,1,41.92,226
90,0,41.22,332
89,0,42.9,254
85,1,44.64,172
62,1,45.9,160
39,4,42.92,231
38,5.99,44.04,220
36,5,44.41,223
33,5.99,44.79,215
32,5,43.1,218
35,5,43.67,224
38,5,44.93,217
42,5,44.86,205
48,4,45.64,235
54,3,45.99,238
62,3,46.84,171
67,0,46.06,171
74,0,45.82,182
79,0,45.62,244
83,0,44.99,7
86,0,45.93,236
89,0,45.86,177
90,0,45.17,179
93,0,44.07,40
92,1,43.78,222
94,0,43.36,1
92,0,43.78,222
92,0,44.77,227
70,2,47.23,163
41,3,46.04,183
38,4,46.73,213
36,5.99,46.19,222
32,5.99,45.74,212
30,5,44.05,227
33,4,43.9,212
35,5,44.56,216
39,4,45.62,209
44,4,45.18,218
52,2,44.99,214
58,0,45.07,214
64,0,44.84,298
69,0,44.92,1
76,0,44.59,232
80,0,44.98,242
84,0,44.32,243
86,0,42.98,236
89,0,42.9,184
91,0,42.5,315
93,0,42.08,28
93,0,41.09,187
91,0,40.52,173
91,0,40.52,237
57,2,39.92,158
31,3,37.89,175
35,5,43.67,227
26,4,39.48,219
28,5,41.39,203
31,5,41.4,227
33,5,41.25,218
32,4,40.46,212
36,5,40.84,228
35,4,36.55,218
38,2,35.06,235
44,2,35.14,218
46,0,35.35,219
51,0,35.2,8
58,0,35.66,144
60,0,35.58,353
62,0,35.47,19
66,0,38.02,351
65,0,37.63,259
66,0,38.98,24
66,0,38.98,150
60,3,40.3,182
61,1,41.68,188
61,1,43.57,218
44,3,41.53,186
33,5,36.83,331
28,5.99,32.71,1
29,4,32.71,328
25,5.99,28.2,334
31,3,32.62,7
34,2,34.93,342
55,2,41.8,17
58,3,42.25,217
59,2,41.75,189
62,2,43.05,218
78,2,47.23,217
88,2,48.52,178
74,4,45.82,214
90,2,49.13,223
94,1,49.32,215
96,2,49.89,175
98,2,50.45,187
98,0,50.45,186
98,1,50.45,161
98,2,50.45,161
99,1,50.73,165
99,1,51.72,9
99,2,52.72,182
93,2,52.99,224
,76,,
60,1,49.75,164
50,2,50.43,218
61,4,51.14,219
70,5.99,52.99,220
74,5,52.59,226
81,4,52.15,228
82,4,52.49,207
86,2,51.83,216
97,2,53.16,176
98,0,53.44,183
99,1,52.72,14
99,1,53.72,222
99,1,52.72,158
99,2,52.72,178
100,1,53,168
100,1,53,215
99,1,51.72,152
100,0,52,177
100,1,52,175
100,1,52,224
100,1,54,176
98,0,55.44,162
91,1,54.37,4
89,2,54.75,182
84,3,54.13,333
96,1,55.86,217
93,3,55.97,226
97,1,56.15,1
96,0,56.85,215
98,0,55.44,211
98,2,54.44,162
99,0,54.72,172
99,0,52.72,234
100,0,53,226
100,1,52,148
100,3,52,219
100,1,51,348
100,0,52,172
99,2,49.73,158
99,1,49.73,171
99,2,49.73,162
100,0,50,172
100,0,50,138
100,1,50,160
100,1,52,129
99,1,52.72,219
84,1,53.15,164
90,1,53.08,184
88,1,55.42,135
66,4,49.48,226
67,4,49.88,226
63,3,49.17,213
66,4,49.48,219
82,2,52.49,215
87,0,52.15,219
93,2,52,228
96,0,50.88,233
97,0,49.17,217
98,0,48.45,353
99,0,47.73,353
99,0,46.73,246
99,0,45.73,247
99,0,43.73,233
99,0,43.73,202
99,0,42.73,183
99,0,41.74,194
99,0,40.74,334
99,0,39.74,289
99,0,40.74,230
99,2,47.73,160
62,2,47.79,192
40,3,42.68,230
35,2,43.67,215
37,5,45.13,211
35,4,44.56,221
38,4,45.83,217
40,4,45.38,225
48,3,47.49,211
68,2,51.24,211
73,0,49.32,225
80,0,48.89,328
87,0,49.19,339
91,0,48.44,129
94,0,48.32,23
96,0,46.9,236
97,0,46.18,330
98,0,45.46,244
98,0,44.46,7
98,0,44.46,145
99,0,43.73,189
99,0,42.73,139
99,0,42.73,189
99,0,42.73,210
83,0,47.92,184
42,2,44.86,174
28,2,41.39,146
20,5,34.55,213
21,5,37.45,230
22,4,38.63,216
22,4,36.94,192
23,4,37.22,214
39,1,45.62,215
57,2,48.37,219
64,0,46.74,214
66,0,44.7,242
70,0,43.39,186
74,0,42.92,220
76,1,42.66,169
80,0,42.06,184
82,0,41.73,221
81,0,40.43,226
80,0,40.11,336
78,0,38.48,355
76,0,37.81,187
80,0,39.13,222
81,0,39.45,181
82,0,39.77,3
66,2,44.7,154
37,2,44.23,224
24,3,41.71,173
22,5,42.01,221
20,5,41.24,227
19,5,39.93,236
21,4,39.98,211
21,3,39.14,217
34,0,45.57,225
51,1,48.18,232
60,0,48.8,222
67,0,47.97,355
72,0,47.98,187
73,0,46.42,221
74,0,44.86,218
76,0,44.59,251
75,0,43.28,326
77,0,43,223
78,0,43.34,225
81,0,43.36,329
81,0,42.38,192
81,0,42.38,226
83,0,44.01,249
85,0,44.64,230
65,1,48.11,172
35,2,46.34,156
25,3,44.48,144
25,5,46.19,216
26,5,48.95,212
24,5,46.83,225
27,5,48.23,223
31,3,50.17,212
40,2,52.61,230
53,0,54.8,220
62,0,54.43,19
70,1,53.95,218
74,0,53.56,164
75,0,52.96,175
78,0,52.09,194
81,0,51.17,210
82,0,50.53,1
84,0,50.21,201
85,0,49.55,165
86,0,48.88,227
86,0,48.88,344
88,0,48.52,221
88,0,48.52,240
89,0,49.81,333
70,1,52.99,172
44,2,51.56,161
47,1,53.36,162
38,2,53.91,21
36,2,53.33,218
38,2,52.11,183
23,3,44.86,212
36,3,49.76,214
52,3,53.35,241
59,0,52.12,214
64,0,51.5,233
69,0,51.64,
73,0,51.25,182
76,0,51.38,243
76,0,50.41,252
79,0,49.52,246
83,1,48.9,23
86,0,48.88,3
86,0,47.9,170
84,0,47.27,231
84,0,46.29,175
85,0,46.6,171
85,0,46.6,38
67,3,49.88,160
38,2,48.52,162
27,4,45.63,218
21,4,43.34,339
17,5,37.11,347
17,5,37.93,173
16,4,34.78,174
20,5,37.9,337
28,4,43.12,215
40,1,46.29,216
50,0,46.73,223
57,0,46.49,222
63,0,46.32,336
65,0,45.25,244
68,0,44.54,1
69,0,43.01,203
67,0,41.28,353
66,0,40.89,218
66,0,39.93,208
63,0,38.73,152
65,0,38.58,238
67,0,38.41,177
71,0,39.91,222
74,0,40.99,196
60,2,45.97,195
31,2,42.27,155
22,3,39.48,177
18,5,36.9,230
17,4,35.47,200
15,3,33.99,240
17,4,35.47,231
19,4,36.6,230
,3,,
35,0,41.89,224
41,0,41.51,180
49,0,42.5,235
54,0,42.25,337
58,0,42.25,217
60,0,42.19,344
63,0,41.58,243
64,0,41.04,320
66,0,40.89,225
74,0,42.92,217
77,0,43,165
81,0,43.36,15
80,0,42.06,177
80,0,42.06,109
83,0,44.01,212
65,2,45.25,216
33,3,43.02,161
25,5,40.19,218
24,5.99,41.71,220
24,5.99,42.56,215
24,5.99,41.71,218
27,5,43.04,220
29,5,43.16,226
36,3,45.3,221
45,0,46.69,214
48,0,44.72,213
58,0,46.95,333
62,0,44.95,200
68,0,45.5,212
71,0,44.72,212
74,0,43.89,63
77,0,43.97,224
80,0,44.01,318
81,0,42.38,236
83,0,42.05,226
81,0,40.43,339
81,0,39.45,241
83,0,40.09,229
85,0,40.71,199
67,1,43.19,171
30,2,37.93,161
23,2,36.37,215
22,5,37.79,225
,5,,
21,5,39.14,211
26,5,42.06,222
30,5,44.05,234
37,4,46.02,225
42,0,44.86,213
47,0,43.25,221
55,0,43.67,269
61,0,43.57,252
66,0,43.75,218
69,0,43.01,237
73,0,43.53,189
76,0,43.62,12
79,0,42.7,12
83,0,43.03,231
85,0,42.67,224
86,0,42,352
88,0,42.6,348
89,0,42.9,322
89,0,42.9,207
76,0,47.5,183
40,3,44.48,145
30,4,42.3,213
29,5.99,44.04,217
26,5.99,42.92,215
24,5.99,41.71,213
25,5,40.19,210
26,4,39.48,222
31,4,40.52,217
44,2,43.35,225
46,0,41.77,232
54,0,43.19,345
60,0,42.19,312
69,0,42.05,243
72,0,41.24,192
76,0,41.69,334
78,0,41.39,177
80,0,40.11,207
82,0,40.75,246
83,0,40.09,241
84,0,39.42,212
85,0,38.75,180
86,0,40.03,185
69,1,42.05,181
33,2,37.72,181
27,4,38.72,190
26,5,41.2,217
24,5,40.86,218
23,5,40.61,225
26,4,41.2,201
31,4,44.03,218
37,4,45.13,214
48,2,45.64,242
52,0,44.99,217
62,0,46.84,342
67,0,46.06,22
71,0,44.72,200
75,0,45.21,171
78,0,44.31,136
81,0,44.34,136
83,0,44.01,327
85,0,43.66,224
87,0,43.29,155
87,0,42.3,232
86,0,41.02,234
88,0,41.62,173
87,0,41.32,243
77,0,44.94,225
38,2,43.14,159
25,3,37.62,211
23,5.99,38.07,210
24,5.99,40.86,209
1,5.99,-26.53,
29,5,44.04,226
34,5,46.46,218
40,4,48.09,222
51,2,48.18,214
56,0,47.89,216
63,0,48.22,8
70,0,48.19,308
74,0,46.79,78
78,0,46.26,246
82,0,46.62,190
86,0,45.93,246
86,0,44.95,199
88,0,44.58,217
88,0,43.59,217
88,0,42.6,18
87,0,41.32,146
88,0,41.62,190
87,0,42.3,232
77,0,44.94,219
38,0,44.93,183
23,4,40.61,214
24,4,42.56,1
25,5,44.48,220
27,5,43.91,216
30,5,44.92,220
37,3,46.02,217
47,2,46.93,233
54,0,46.92,218
62,0,46.84,17
66,0,46.61,242
,0,,
73,0,45.46,67
74,0,44.86,173
75,0,44.24,221
76,0,43.62,233
77,0,43,351
77,0,42.03,186
79,0,41.73,231
80,0,41.08,336
80,0,41.08,221
81,0,42.38,183
73,1,45.46,176
38,3,44.04,165
27,3,41.31,162
17,5,33.01,213
19,5,37.43,226
20,5,38.73,213
22,5,39.48,241
24,4,40,221
30,4,41.43,219
42,2,43.05,216
48,0,42.88,233
53,0,41.77,229
58,0,42.25,207
62,0,41.16,247
65,0,41.44,238
67,0,41.28,229
71,0,40.87,257
72,0,40.27,284
72,0,38.35,176
70,0,37.62,330
71,0,37.02,207
72,0,36.42,339
74,0,37.12,177
75,0,37.47,337
66,1,39.93,166
21,2,34.09,176
11,5,23.32,214
13,5,28.88,225
16,4,33.96,214
17,5,33.83,218
20,4,35.39,216
27,3,37.86,220
35,1,38.33,213
43,0,39.11,236
47,0,38.66,220
51,0,37.98,242
54,0,37.59,186
57,0,37.1,10
60,0,37.47,14
62,0,37.37,338
62,0,36.42,208
64,0,36.28,238
66,0,36.11,200
66,0,35.16,350
66,0,35.16,332
66,0,35.16,192
70,0,36.66,224
66,1,40.89,183
33,3,39.49,162
23,3,36.37,162
15,5,31.56,216
15,5,32.37,217
14,5,31.48,210
16,5,32.33,221
18,5,33.6,210
27,3,37.86,241
34,1,38.48,207
42,0,38.51,229
47,0,38.66,223
51,0,37.98,323
53,0,37.11,215
54,0,36.65,174
56,0,35.71,227
58,0,35.66,221
60,0,35.58,226
61,0,35.06,218
63,0,34.93,211
63,0,33.98,184
65,0,34.77,235
64,0,34.38,221
67,0,35.54,12
63,0,39.68,178
32,2,39.58,167
41,1,40.61,161
16,5,32.33,216
16,5,33.96,230
15,5,32.37,218
18,5,35.25,218
20,4,36.22,219
28,3,40.52,218
35,1,41.89,218
44,0,42.44,210
50,0,42.1,200
54,0,41.32,201
57,0,40.86,213
58,0,39.43,26
59,0,38.93,234
58,0,37.54,187
62,0,37.37,214
63,0,36.83,225
65,0,36.68,224
65,0,35.72,323
64,1,34.38,222
66,0,35.16,183
67,0,36.5,290
67,0,39.37,218
32,2,37.82,170
47,0,44.17,81
43,1,44.57,192
18,5,36.08,218
19,4,34.94,73
21,2,34.93,329
23,2,36.37,173
32,2,40.46,326
30,2,37.93,86
35,1,39.22,341
43,0,40.02,128
53,0,41.77,39
51,1,40.76,9
50,1,39.33,180
52,0,38.48,335
55,0,38.99,8
57,1,39.92,184
58,0,39.43,188
58,0,38.49,179
62,0,40.21,231
62,0,38.31,349
65,0,39.53,7
66,0,41.84,10
67,0,43.19,176
37,2,41.55,219
27,2,38.72,171
13,5,26.49,210
12,4,24.59,224
11,4,22.54,224
12,4,23.01,212
15,4,26.7,211
23,3,32.13,213
30,1,32.68,217
38,0,34.16,219
43,0,34.56,177
45,0,33.88,181
48,0,32.75,244
50,0,32.85,236
54,0,32.92,223
55,0,32.45,195
56,0,31.96,56
58,0,32.84,7
60,0,32.75,345
59,0,31.39,344
61,0,31.27,206
62,0,31.68,347
70,0,36.66,240
36,3,38.16,164
25,3,35.91,171
19,5.99,34.11,218
18,5.99,33.6,220
16,5,30.7,217
17,5,31.36,214
17,5,29.72,228
24,3,32.33,216
34,2,34.05,217
40,0,34.55,230
42,0,33.06,222
45,0,32.05,222
47,0,31.3,177
48,1,30.91,9
51,0,32.42,181
50,1,31.92,160
53,0,31.52,211
54,1,31.05,11
53,0,29.66,215
55,1,29.64,183
55,0,29.64,201
56,0,29.15,343
60,0,31.81,244
65,0,34.77,187
31,3,34.38,163
20,3,30.37,170
15,5,29.13,216
14,5.99,29.07,227
14,5.99,28.27,197
16,5,30.7,221
19,5,32.45,212
26,2,35.18,219
37,1,37.07,213
42,0,36.69,202
47,1,35.9,179
51,0,35.2,184
54,0,34.79,350
57,0,34.28,247
63,0,35.88,11
63,0,33.98,13
68,0,34.96,241
67,1,33.63,202
67,0,32.67,2
75,0,35.53,195
75,0,35.53,22
77,0,35.23,47
75,0,35.53,313
73,0,35.81,171
35,2,36.55,157
21,3,32.41,232
17,4,32.18,217
18,5,34.42,213
20,5.99,36.22,220
22,5,37.79,203
24,4,38.3,220
34,3,41.14,219
41,2,40.61,216
49,0,41.58,215
55,0,40.86,339
61,0,40.73,177
65,0,40.49,328
68,0,39.75,345
70,0,37.62,340
66,0,35.16,248
62,0,32.63,236
60,0,31.81,244
57,0,29.59,27
63,1,32.08,248
63,0,32.08,5
68,0,34.96,9
65,0,34.77,173
34,2,35.82,160
21,3,32.41,179
13,5,25.69,215
13,5.99,27.29,220
16,5,31.51,219
16,5,30.7,239
21,4,34.93,219
28,2,36.18,211
39,3,38.42,220
44,0,37.88,231
49,0,36.96,181
54,0,36.65,186
55,0,35.25,241
58,0,33.78,347
60,0,33.69,240
61,0,32.22,21
60,0,30.86,232
62,0,30.73,229
61,0,29.38,190
61,0,28.44,183
61,0,27.49,217
63,0,29.23,5
64,0,30.57,120
32,2,31.65,168
17,3,24.79,161
13,5,24.89,226
15,5.99,29.94,228
15,5.99,29.13,223
20,5,34.55,225
26,5,38.62,225
34,3,40.25,218
41,2,39.7,215
47,0,39.57,10
53,0,38.97,232
59,0,38.93,170
66,1,38.02,183
68,0,36.88,331
71,0,37.02,338
83,0,35.19,354
84,0,34.52,174
83,0,35.19,185
78,0,35.56,218
40,2,33.65,193
27,3,34.4,160
25,4,36.77,209
