relative_humidity_set_1,wind_speed_set_1,dew_point_temperature_set_1d,peak_wind_direction_set_1
31,5.99,50.17,199
35,5,52.56,219
36,4,52.44,214
40,4,51.7,212
58,0,55.42,235
72,0,56.66,74
77,0,55.62,30
80,0,54.74,11
79,0,53.41,18
,0,,
68,0,47.41,330
67,0,45.1,188
69,1,44.92,334
66,0,43.75,7
68,0,43.58,4
70,0,44.35,202
61,1,44.52,188
51,2,45.4,154
43,1,49.12,166
30,2,47.55,144
19,3,44.08,228
19,4,44.92,217
20,4,46.26,218
24,5,50.24,221
25,3,49.62,214
30,4,51.92,213
29,3,51,215
35,3,51.67,222
52,1,56.14,212
68,0,57.94,7
72,0,56.66,23
74,0,55.49,166
73,0,54.15,13
75,0,52.96,238
73,0,52.22,344
74,1,51.62,226
75,0,51.02,10
74,0,49.69,19
75,0,49.08,354
79,0,50.49,1
73,1,51.25,159
56,2,50.7,160
44,1,52.48,161
28,2,46.59,62
29,2,56.23,93
23,4,51.65,220
19,4,48.24,235
19,4,47.41,216
21,4,47.54,216
23,3,48.26,212
22,3,46.24,211
30,3,50.17,218
55,1,55.83,181
66,0,57.11,38
69,0,55.48,12
67,0,53.71,216
67,0,51.79,335
66,0,50.43,216
66,0,50.43,343
68,0,50.28,354
67,1,48.93,348
69,0,48.76,344
70,0,49.15,329
76,0,50.41,346
68,0,51.24,219
56,2,52.58,160
42,1,52.12,162
33,2,51.85,85
25,2,52.19,326
20,5.99,47.09,223
19,5.99,45.75,217
19,5,46.58,221
19,5,44.92,225
20,4,44.58,236
23,4,47.41,222
27,2,47.36,231
53,1,53.87,29
65,0,55.73,17
66,0,54.25,12
66,0,52.34,167
71,0,52.42,13
70,0,51.07,172
70,0,50.11,171
68,0,48.37,198
73,0,49.32,190
73,0,48.36,23
73,0,47.39,224
76,0,48.47,177
66,0,48.52,184
51,2,48.18,158
39,1,49.22,162
29,2,47.52,1
23,5,48.26,222
25,5.99,50.48,216
28,5,54.4,229
28,5,52.66,238
,5,,
28,5,49.19,208
25,4,45.34,224
28,4,44.86,238
36,3,47.08,216
52,0,51.49,220
64,0,52.45,25
67,0,51.79,164
67,0,49.88,170
69,0,49.72,235
72,0,48.95,178
71,0,47.61,178
74,0,47.76,2
72,0,46.06,188
75,0,45.21,179
79,1,46.6,171
71,0,46.65,163
54,2,46.92,161
41,2,47.85,154
30,5,47.55,219
30,5,50.17,229
27,5,49.09,207
27,5.99,49.09,224
25,4,47.91,220
27,5,47.36,209
26,5,45.51,216
28,3,46.59,217
30,4,44.92,230
39,0,46.52,221
58,0,51.66,5
66,0,52.34,28
69,0,51.64,148
74,0,51.62,16
77,0,51.74,334
80,0,50.84,225
79,1,49.52,215
83,0,49.88,213
82,0,48.58,177
84,0,49.23,221
87,0,50.18,189
82,1,51.51,174
65,1,51.92,155
48,2,52.09,175
30,4,47.55,224
28,5,48.33,217
27,5,49.09,216
24,5.99,46.83,218
24,5,46.83,199
27,5.99,47.36,208
27,5.99,45.63,218
27,2,44.77,225
28,4,42.25,206
33,2,43.02,219
57,1,50.24,68
65,0,50.97,72
67,0,49.88,66
73,0,49.32,65
75,0,49.08,214
79,0,48.55,182
79,0,47.57,341
82,0,47.6,32
83,0,46.94,246
84,0,47.27,232
87,0,48.21,237
81,0,49.22,164
62,2,48.74,157
46,1,50.02,164
27,4,43.04,343
25,5,44.48,182
22,5.99,42.86,223
22,5.99,42.86,217
24,5.99,45.12,239
26,5,44.64,222
28,5,44.86,233
29,4,44.91,232
31,4,43.15,211
36,3,43.51,224
36,0,39.95,207
59,0,48.35,9
65,0,48.11,23
67,0,47.01,250
71,0,46.65,219
73,0,46.42,218
76,0,46.53,233
77,0,45.91,189
82,0,46.62,180
83,0,45.97,207
87,0,47.23,235
83,1,48.9,178
66,2,49.48,163
47,2,48.76,175
33,5,46.55,217
28,5,46.59,236
27,5,46.5,223
26,5,46.37,215
27,5.99,46.5,205
31,5.99,47.54,212
31,5,46.66,228
32,5,45.74,218
34,4,44.69,222
41,3,46.04,189
50,0,47.65,222
64,0,50.55,25
70,0,50.11,25
74,0,49.69,182
77,0,48.83,205
81,0,49.22,256
81,0,48.24,194
85,0,48.57,225
86,0,47.9,185
88,0,47.53,209
89,0,47.84,224
85,0,49.55,178
66,2,49.48,154
46,2,48.19,160
32,5,46.62,237
30,5,48.42,228
31,5,50.17,227
30,5,50.17,228
32,5,51.02,226
34,5,50.89,235
34,5,49.12,224
36,5,49.76,214
39,4,48.32,202
,3,,
52,2,50.56,213
65,0,51.92,178
73,0,53.18,29
81,0,53.13,27
83,0,52.82,235
85,0,51.51,224
88,0,51.48,233
89,0,50.8,189
88,0,49.5,230
86,0,48.88,218
90,0,50.12,206
84,1,50.21,221
63,2,48.22,163
49,2,49.88,140
39,3,51.02,217
38,5.99,52.11,221
36,5.99,52.44,226
38,5.99,53.01,210
39,7,52.82,222
40,5,52.61,196
40,5,50.8,221
42,5,50.31,223
46,3,50.02,220
48,3,48.41,218
51,2,47.26,237
57,0,47.43,155
76,0,52.35,5
77,0,49.8,20
76,0,47.5,235
81,0,48.24,244
84,0,48.25,242
87,0,48.21,233
90,0,48.14,178
92,0,47.74,224
93,0,48.03,218
88,1,49.5,164
67,2,48.93,163
47,2,47.84,159
39,3,50.12,208
33,3,50.97,238
34,5,51.78,225
32,4,51.91,232
30,5,49.29,221
34,5.99,50,223
36,5,50.65,207
36,4,49.76,213
39,3,48.32,207
49,0,50.81,211
66,0,54.25,74
75,0,53.93,29
77,1,52.71,241
82,0,52.49,232
85,0,51.51,202
87,0,51.16,184
88,0,50.49,242
91,0,50.42,169
92,0,48.73,228
91,0,47.45,334
91,0,47.45,276
83,0,46.94,165
58,2,45.07,162
42,2,45.77,78
34,2,46.46,65
28,5,47.46,234
28,5.99,48.33,229
27,5,49.95,209
27,5,49.09,223
28,5,48.33,212
26,5,45.51,219
25,5,43.62,229
29,2,43.16,215
,0,,
58,1,50.72,6
66,0,51.38,33
69,0,49.72,229
72,0,48.95,246
74,0,47.76,226
76,0,47.5,231
79,0,46.6,228
81,0,46.29,229
83,0,45.97,230
82,0,44.66,226
84,0,45.3,220
78,0,45.28,186
56,2,44.14,162
43,2,45.48,163
33,2,45.67,155
24,4,44.27,234
24,5,45.12,221
23,5,44.86,218
22,5,44.55,233
,5,,
22,4,41.17,220
21,3,39.14,217
25,4,40.19,222
35,1,43.67,236
54,0,48.79,1
60,0,48.8,75
64,0,47.69,31
67,0,47.01,195
69,0,45.88,218
74,0,46.79,216
74,0,44.86,215
74,0,43.89,241
75,0,43.28,228
76,0,42.66,227
76,0,42.66,245
71,0,42.8,172
48,2,40.12,163
36,1,40.84,149
27,2,39.58,81
18,3,39.38,237
19,4,42.42,224
17,5,40.4,213
16,5,38.86,212
17,4,37.93,217
20,5,41.24,212
23,4,43.16,214
25,4,41.91,221
36,1,46.19,214
58,0,51.66,7
63,0,51.07,22
66,0,50.43,9
70,0,49.15,184
72,0,48.95,225
74,0,47.76,238
77,0,47.85,239
79,0,46.6,184
78,0,45.28,220
79,0,44.65,226
79,1,44.65,163
70,0,44.35,173
48,2,41.96,158
32,2,41.34,161
23,2,39.77,89
21,2,45.86,35
18,3,43.51,217
20,5,47.09,207
20,5,47.93,217
19,5,44.08,228
23,4,48.26,213
29,3,51.87,210
46,1,57.36,225
61,0,59.66,19
70,0,59.72,15
73,0,58.01,35
77,0,57.57,34
77,0,56.59,169
78,0,55.01,221
78,0,54.04,355
77,0,52.71,220
75,0,51.02,176
77,0,50.77,204
76,0,49.44,216
78,0,50.15,13
74,0,52.59,170
54,1,50.65,163
49,1,57.27,156
33,1,54.51,160
26,1,54.97,98
18,3,49.3,207
18,5,49.3,213
17,5,48.61,218
15,4,43.71,214
25,3,51.33,233
43,0,58.22,164
51,0,58.38,86
59,0,58.72,69
65,0,58.59,51
70,0,57.8,18
69,0,56.44,183
63,0,52.02,225
62,0,49.69,152
62,0,48.74,184
58,0,46.01,333
58,0,46.01,183
59,0,45.52,238
59,0,44.58,273
65,0,47.16,169
65,0,50.02,187
55,1,52.09,166
43,1,54.58,133
26,1,48.95,77
19,2,48.24,88
18,2,50.95,86
17,5,48.61,214
20,5,52.11,229
25,4,56.47,198
31,4,58.95,214
33,4,58.92,222
37,2,58.55,218
51,0,61.17,182
65,0,63.36,28
,0,,
73,0,60.9,3
76,0,61.08,109
77,0,59.51,229
79,0,59.26,50
81,0,58.01,82
81,0,57.03,185
81,0,56.06,194
80,0,54.74,27
79,0,54.39,177
76,0,56.23,221
59,1,55.89,174
45,1,57.66,156
33,1,53.62,91
27,4,56,209
25,5,55.62,222
27,5,58.6,218
27,4,57.73,217
32,4,58.07,219
32,5,58.07,217
34,4,57.1,231
38,2,57.5,216
44,1,57.95,223
63,0,61.51,237
69,0,60.27,74
69,0,58.35,28
73,0,58.97,21
73,0,58.01,224
78,0,58.9,211
78,0,57.93,219
78,0,58.9,219
77,0,58.54,5
82,0,60.31,32
82,0,60.31,180
79,1,62.18,174
65,3,60.5,162
53,2,62.25,93
37,3,58.55,221
30,5,56.29,206
30,5.99,56.29,224
29,5,55.36,261
35,4,55.23,225
36,3,54.22,211
33,4,53.62,218
32,5,51.91,218
37,3,52.29,213
52,0,56.14,179
62,0,57.27,161
64,0,57.21,164
68,0,57.94,313
72,1,59.55,160
74,0,58.39,18
76,0,59.14,273
86,1,60.68,215
90,0,60.99,246
93,0,60.93,249
94,1,60.24,219
95,0,59.54,225
91,0,60.31,176
71,1,59.16,166
58,2,60.12,85
53,2,61.32,77
48,0,60.38,103
35,4,58.79,166
29,4,57.1,206
28,5,55.27,211
31,5,55.44,220
31,4,54.56,222
30,4,51.92,215
32,4,50.14,215
40,0,51.7,219
61,0,56.82,22
65,0,55.73,22
68,0,55.07,18
72,0,54.73,18
74,0,54.52,19
76,0,54.29,19
79,0,54.39,19
81,0,54.1,23
84,0,54.13,23
84,0,53.15,26
86,1,53.8,28
86,0,55.76,230
68,2,56.03,163
48,1,55.78,158
39,2,57.32,65
27,5,52.55,235
26,5,54.11,210
19,4,47.41,223
17,5,44.5,239
22,5,47.93,215
23,5,47.41,217
27,5,49.95,234
31,4,50.17,222
44,0,54.3,187
58,0,56.36,30
65,0,56.69,35
67,0,55.62,226
70,0,54.91,181
73,0,55.11,227
74,0,53.56,209
76,0,53.32,180
77,0,52.71,204
79,0,52.44,218
79,0,52.44,173
82,0,52.49,180
82,0,54.44,166
61,1,53.03,157
47,2,55.2,189
34,2,54.44,172
22,3,51.31,229
25,4,54.76,202
24,5.99,54.5,217
21,5,51.74,210
24,5,51.95,212
26,5,52.39,224
26,4,51.53,215
30,2,51.92,226
52,0,58.93,217
61,0,58.71,16
66,0,58.07,80
67,0,57.53,25
72,0,56.66,179
72,0,55.69,338
72,0,54.73,219
75,0,53.93,189
72,0,51.84,225
75,0,51.99,351
74,0,50.66,192
75,0,50.05,183
77,1,52.71,176
60,0,52.58,160
48,1,55.78,153
35,1,56.12,171
24,3,51.95,218
25,5,54.76,222
24,5.99,54.5,213
22,5,52.99,230
23,5.99,51.65,203
26,4,53.25,216
29,4,54.49,218
32,3,54.55,206
45,1,57.66,211
59,0,59.66,15
67,0,60.4,177
68,1,58.9,229
71,0,58.19,164
73,0,56.08,158
75,0,55.86,213
74,0,55.49,179
72,0,53.77,218
69,0,52.6,216
69,0,50.68,9
74,0,51.62,348
74,1,52.59,175
49,1,47.11,163
37,2,48.71,153
25,1,47.05,59
23,4,51.65,210
23,5,52.5,225
25,4,53.05,221
23,4,49.95,211
26,3,50.67,222
32,2,54.55,228
25,3,46.19,210
36,0,50.65,213
50,0,54.13,152
60,0,56.36,14
59,0,54.01,12
64,0,54.35,181
64,0,53.4,33
65,0,51.92,4
67,0,51.79,161
69,0,51.64,229
72,0,50.88,221
74,0,50.66,322
77,0,51.74,24
79,0,54.39,24
64,1,55.3,160
46,1,55.52,161
36,2,56,216
35,4,54.34,217
29,4,55.36,218
23,4,49.1,215
23,4,49.1,214
22,3,46.24,217
22,4,44.55,208
22,4,43.7,216
25,3,42.77,216
32,2,44.86,216
47,0,48.76,242
54,0,49.72,190
55,0,47.41,218
58,0,46.95,214
60,0,45.97,177
63,0,45.37,245
64,0,44.84,220
65,0,44.3,190
64,0,42.94,330
67,0,43.19,176
68,0,43.58,209
70,0,45.31,183
51,1,44.47,164
38,1,46.73,152
26,1,44.64,69
19,3,44.92,233
17,5,42.86,221
14,5,39.52,219
15,5,41.28,225
18,5,42.69,218
19,5,42.42,229
20,4,42.08,205
23,3,42.31,213
30,0,44.05,232
50,0,51.35,4
58,0,51.66,59
59,0,50.24,29
61,0,49.25,245
63,0,48.22,334
65,0,47.16,216
67,0,47.01,224
69,0,46.84,160
71,1,46.65,184
71,0,45.68,225
72,0,46.06,234
75,0,47.15,177
54,1,45.99,171
37,1,46.92,162
31,2,50.17,79
22,5,47.08,226
22,4,49.62,218
21,5,49.22,212
18,4,44.34,222
17,5,40.4,215
18,4,40.21,240
18,2,38.55,199
23,4,41.46,217
31,3,44.91,212
37,0,45.13,220
52,0,49.63,28
56,0,49.77,30
59,0,48.35,33
62,0,47.79,82
65,0,47.16,228
65,0,46.2,219
68,0,45.5,196
67,0,44.15,193
69,0,43.97,229
69,0,43.01,222
74,0,45.82,183
52,1,44.06,162
35,2,43.67,154
28,2,46.59,167
20,4,45.42,208
17,3,42.04,345
17,4,43.68,224
18,4,44.34,220
19,4,42.42,216
21,4,43.34,228
21,3,42.5,222
24,4,42.56,226
31,3,45.78,223
37,2,46.02,215
44,0,47,212
51,0,47.26,11
55,0,46.47,41
62,0,46.84,20
66,0,46.61,210
65,0,45.25,208
63,0,43.47,179
64,0,42.94,33
63,0,41.58,216
64,0,41.04,227
70,0,43.39,218
52,1,44.06,169
36,2,44.41,154
28,2,46.59,78
19,3,44.08,204
19,5,44.92,206
20,5,47.09,207
18,5,44.34,226
18,4,41.86,229
20,3,42.91,209
22,3,43.7,236
25,4,43.62,226
28,2,42.25,213
34,1,42.91,217
45,0,47.6,30
47,0,46.93,216
46,0,44.52,25
52,0,44.99,212
53,0,44.56,243
57,0,46.49,25
60,0,46.92,196
62,0,46.84,24
63,0,47.27,219
64,0,48.65,135
66,1,52.34,13
51,0,49.11,151
35,0,47.23,156
23,2,44.01,239
16,5,38.86,227
14,4,37.11,234
15,4,39.66,211
16,4,40.49,215
21,4,45.02,225
19,4,40.76,227
21,3,42.5,220
22,3,40.32,223
28,2,42.25,221
39,0,45.62,222
52,0,49.63,14
50,0,46.73,228
56,0,45.08,198
58,0,45.07,214
61,0,45.46,237
63,0,45.37,176
66,0,45.66,222
67,0,45.1,158
71,0,45.68,221
73,0,47.39,187
57,2,48.37,154
38,2,47.63,152
29,2,47.52,95
21,3,46.7,146
14,3,38.72,216
16,4,41.3,225
18,4,44.34,211
20,3,43.75,223
19,4,40.76,211
20,3,40.4,221
22,3,40.32,197
28,2,42.25,209
36,0,43.51,247
44,0,45.18,16
48,0,44.72,15
51,0,43.55,18
53,0,42.7,177
55,0,42.73,227
57,0,41.79,240
58,0,42.25,223
58,0,41.31,251
58,0,40.37,225
61,0,41.68,44
64,0,42.94,178
49,0,42.5,199
31,2,42.27,175
21,2,40.82,166
13,4,33.67,205
12,3,34.86,200
12,4,35.65,234
12,4,34.07,203
14,4,34.7,222
14,3,33.09,193
16,5,34.78,216
19,4,34.94,220
29,1,40.55,204
37,0,42.44,240
44,0,43.35,17
45,0,42.11,217
47,0,40.49,225
51,0,40.76,231
54,0,41.32,176
53,0,40.83,194
53,0,40.83,170
54,0,41.32,192
58,0,44.13,225
58,0,44.13,235
60,0,45.97,355
57,1,47.43,175
45,1,49.43,160
33,2,48.32,143
25,4,42.77,216
22,5,44.55,216
22,4,46.24,232
22,5,46.24,222
24,5,45.97,219
26,5,46.37,211
25,5,43.62,215
26,4,42.92,222
29,3,41.42,225
36,2,42.62,223
45,0,44.86,211
48,0,44.72,227
51,0,44.47,241
56,0,45.08,156
60,0,44.08,245
63,0,44.42,220
67,0,44.15,223
69,0,43.97,224
72,0,44.13,274
74,0,43.89,221
76,0,45.56,224
56,2,44.14,158
39,2,44.72,156
27,5,44.77,222
26,5,45.51,194
25,5,46.19,209
23,5.99,44.86,200
26,5,46.37,215
30,5,46.67,227
32,5,47.5,192
29,5,44.04,216
31,4,43.15,212
37,3,44.23,217
45,1,45.77,218
50,0,45.8,91
59,0,47.41,16
57,0,45.55,222
62,0,45.9,239
64,0,44.84,330
69,0,44.92,263
72,0,45.09,219
75,0,44.24,225
79,0,44.65,238
80,0,44.98,236
80,0,44.98,224
60,2,43.14,164
41,2,44.23,87
28,5.99,43.99,223
28,5,45.72,219
25,5.99,44.48,216
27,5,45.63,223
32,5,47.5,228
34,5.99,47.34,212
35,5,46.34,221
38,3,45.83,219
43,3,46.39,218
50,2,47.65,201
55,0,47.41,183
62,0,46.84,181
66,0,46.61,185
71,0,46.65,186
75,0,46.18,181
76,0,45.56,183
80,0,45.96,183
82,0,46.62,180
85,0,46.6,184
87,0,46.24,183
87,0,47.23,185
70,1,47.23,170
47,1,47.84,158
34,3,49.12,216
33,4,50.09,237
31,5,51.05,213
28,5.99,49.19,215
26,5,47.23,230
30,5,48.42,226
32,5,49.26,218
34,5,49.12,234
38,3,49.42,198
47,2,51.52,219
52,1,50.56,205
55,0,49.28,334
64,0,50.55,25
69,0,49.72,259
73,0,49.32,245
79,0,49.52,188
81,0,48.24,220
79,0,46.6,223
77,0,43.97,330
78,0,42.37,227
77,0,41.06,231
73,1,39.67,230
51,1,35.2,172
36,1,39.05,156
24,2,40,165
26,5,45.51,226
23,5,44.01,226
18,5,41.03,245
19,4,41.59,238
21,5,41.66,215
26,4,45.51,237
31,3,48.42,225
33,4,47.44,227
41,2,49.66,219
46,0,48.19,224
59,0,49.29,159
64,0,48.65,180
68,0,48.37,227
70,0,48.19,183
73,0,47.39,203
75,0,47.15,230
78,0,47.23,229
79,0,46.6,180
80,0,46.93,206
83,0,47.92,234
70,1,49.15,220
46,2,49.1,152
30,2,48.42,171
25,4,48.76,224
23,5,46.56,222
23,5,48.26,213
23,5.99,48.26,216
25,5,48.76,214
28,4,50.06,206
30,5,50.17,217
32,4,49.26,222
40,2,50.8,221
50,0,52.28,222
55,0,51.15,162
59,0,50.24,22
64,0,50.55,208
68,0,50.28,225
71,0,49.53,160
74,0,49.69,159
76,0,48.47,161
79,0,48.55,206
80,0,48.89,171
81,0,48.24,220
83,0,48.9,193
68,0,48.37,176
44,1,48.83,142
29,1,48.39,153
24,5,46.83,216
21,4,45.86,212
20,3,46.26,222
24,4,50.24,223
30,5,51.92,214
31,5,51.93,214
31,4,49.29,229
31,3,46.66,206
38,1,47.63,219
48,0,48.41,216
53,0,48.28,228
57,0,47.43,225
58,0,46.01,239
62,0,45.9,343
65,0,45.25,221
69,0,45.88,217
70,0,45.31,226
70,0,44.35,266
70,0,43.39,228
68,0,42.62,212
72,0,44.13,221
62,0,44,177
35,1,41.89,156
26,3,45.51,157
26,4,48.95,208
25,4,48.76,216
24,5,48.53,204
21,3,45.02,223
26,4,47.23,217
29,4,48.39,210
31,3,48.42,219
32,3,46.62,216
38,3,46.73,215
43,2,46.39,221
47,0,46.01,228
52,0,45.92,253
59,0,45.52,226
63,0,45.37,231
67,0,46.06,1
71,0,45.68,200
74,0,44.86,235
77,0,44.94,176
79,0,44.65,230
80,0,44.01,218
79,0,43.68,180
64,1,41.99,189
38,2,41.34,179
23,3,40.61,189
22,5.99,42.86,232
22,5.99,44.55,215
22,5,42.86,220
25,5,43.62,227
26,5,43.78,251
27,5,43.04,228
30,3,43.17,203
35,3,42.78,221
41,0,43.32,223
47,0,44.17,232
53,0,44.56,33
59,0,43.64,215
61,1,43.57,214
65,0,43.35,181
68,0,43.58,172
72,0,43.17,227
75,0,43.28,266
75,0,42.31,236
78,0,42.37,218
79,0,42.7,223
66,0,41.84,185
37,2,39.76,166
23,3,38.92,152
18,5,36.9,184
19,5,39.1,222
20,5,41.24,215
23,5,43.16,220
27,5,45.63,249
29,4,45.78,218
31,3,44.03,219
33,3,44.79,224
35,4,43.67,219
38,2,43.14,216
44,1,45.18,221
46,0,44.52,179
48,0,43.8,214
51,0,44.47,221
60,0,45.97,11
66,0,45.66,174
68,0,45.5,239
68,0,44.54,331
72,0,45.09,220
75,0,45.21,235
78,0,47.23,213
71,1,50.5,190
47,1,47.84,205
42,3,48.49,214
36,4,47.08,227
38,4,49.42,216
38,2,52.11,209
36,5,51.54,231
43,3,53.67,222
39,5,51.92,236
41,4,52.37,217
46,3,52.77,232
47,3,50.6,205
55,0,51.15,212
60,0,51.64,7
67,0,51.79,164
72,1,50.88,345
75,0,51.02,218
78,0,51.12,177
81,0,50.2,217
84,0,51.19,15
88,0,51.48,184
89,0,50.8,15
90,0,51.1,218
91,0,51.41,234
86,0,52.81,169
54,2,52.52,155
39,3,54.62,167
36,4,55.11,216
35,5,56.12,216
31,4,54.56,224
30,5,52.79,235
33,5,53.62,214
40,3,54.41,209
39,2,54.62,216
96,1,63.82,18
98,3,64.42,124
97,2,63.12,182
98,0,62.42,157
98,1,61.42,182
99,0,61.71,179
99,0,60.71,238
99,1,59.72,164
99,1,59.72,141
100,0,60,155
100,0,59,172
100,0,58,40
100,0,57,198
100,0,58,162
100,2,60,21
100,0,63,22
53,1,62.25,162
46,4,57.36,210
43,3,55.49,184
93,3,65.89,245
64,0,64.82,178
95,2,63.52,102
88,0,65.28,180
93,0,63.9,332
95,0,64.52,343
96,0,63.82,256
97,0,62.13,262
98,0,61.42,242
98,0,60.43,179
98,0,59.43,331
98,0,58.43,217
99,0,58.72,217
98,0,57.43,210
98,0,57.43,209
97,0,57.14,160
96,1,57.85,243
94,1,59.25,171
88,0,60.35,173
61,1,58.71,220
75,0,62.64,183
62,0,62.96,177
69,0,66.03,169
85,2,70.17,177
67,0,67.09,319
86,0,70.51,179
73,0,69.59,337
62,1,60.11,339
76,0,63.02,336
85,0,63.29,6
91,0,63.28,24
92,0,61.61,232
93,0,60.93,246
94,0,59.25,339
94,0,58.25,329
94,0,57.26,246
93,0,55.97,31
92,0,54.68,178
93,0,54.98,212
94,0,54.28,252
94,0,53.29,207
94,0,54.28,229
88,1,53.45,177
78,0,57.93,161
57,0,56.82,168
37,1,54.07,84
36,1,58.68,19
40,3,58.02,217
56,0,65.7,230
34,1,53.55,314
33,2,50.97,332
44,1,54.3,329
61,0,59.66,20
70,0,60.68,4
77,0,59.51,10
78,0,58.9,175
76,0,57.2,335
75,0,56.83,333
78,0,56.95,353
79,0,56.34,18
77,1,56.59,174
82,0,56.4,164
82,0,54.44,336
84,0,53.15,186
86,0,52.81,180
86,0,53.8,22
85,0,54.46,212
60,0,56.36,215
33,1,52.74,148
54,0,61.85,185
49,3,60.96,231
50,0,59.68,215
48,4,54.86,336
42,1,54.84,63
69,1,61.23,9
69,0,61.23,39
84,1,63.94,74
93,0,62.91,9
94,0,63.22,161
95,1,62.53,5
95,0,61.53,348
93,0,60.93,4
90,0,60,334
89,0,59.68,2
90,0,60,12
88,1,59.36,164
89,0,58.69,164
92,1,57.65,219
92,0,56.66,229
91,0,57.34,174
91,0,57.34,209
67,1,58.49,151
40,1,57.12,153
35,2,56.12,70
28,3,53.53,91
27,4,52.55,217
28,4,52.66,215
30,3,51.92,222
28,3,50.93,224
31,3,51.05,220
45,0,55.83,216
63,0,58.67,27
70,0,58.76,245
74,0,58.39,19
78,0,57.93,249
80,0,56.69,186
82,0,55.42,336
84,0,54.13,122
84,0,53.15,226
82,0,51.51,259
80,0,49.86,239
80,0,48.89,120
82,0,48.58,184
84,0,49.23,202
82,0,50.53,217
54,1,52.52,154
35,2,53.45,152
37,3,54.07,216
28,4,51.8,317
27,4,50.82,224
26,4,48.95,330
25,4,47.05,335
26,4,47.23,231
24,2,43.42,333
32,3,47.5,329
45,1,51.26,219
51,0,50.04,222
57,0,50.24,11
65,0,50.97,118
69,0,49.72,216
72,0,48.95,208
75,0,49.08,315
76,0,47.5,222
75,0,46.18,8
77,0,45.91,288
79,1,45.62,162
80,0,45.96,220
81,0,46.29,341
82,0,47.6,163
51,1,49.11,152
26,2,46.37,181
27,4,46.5,214
22,4,46.24,218
23,5.99,44.01,215
24,4,44.27,215
26,5,44.64,216
29,4,45.78,213
40,3,51.7,215
41,1,50.56,220
52,2,53.35,220
71,4,55.31,210
74,2,55.49,223
76,1,56.23,166
77,0,55.62,182
85,0,57.4,180
93,0,57.95,154
93,0,57.95,241
93,0,57.95,154
94,2,58.25,183
91,1,57.34,14
95,1,58.55,183
90,2,59.01,160
75,2,57.8,203
69,0,58.35,171
67,2,58.49,215
66,0,59.02,179
58,0,55.42,218
66,1,59.02,166
61,3,55.87,239
80,1,60.59,221
90,1,60,355
93,1,57.95,93
96,0,56.85,166
97,1,57.14,156
98,0,57.43,170
98,0,57.43,180
99,1,57.72,226
99,1,57.72,91
99,0,57.72,85
99,2,57.72,231
99,0,57.72,224
99,0,57.72,178
100,1,58,220
100,0,58,161
100,0,59,6
99,0,59.72,177
88,0,59.36,6
84,0,60.01,12
70,3,59.72,222
61,4,57.76,215
64,4,60.06,213
65,5,57.64,218
66,5,58.07,228
63,3,56.77,218
91,4,59.32,211
93,1,58.94,213
95,0,58.55,337
97,0,58.14,240
98,0,57.43,4
98,1,56.43,181
99,1,56.72,173
99,2,55.72,184
99,1,55.72,218
99,2,55.72,156
100,0,57,8
100,0,57,185
100,0,55,243
100,0,55,337
100,1,56,173
100,0,59,157
49,3,54.5,212
61,3,57.76,218
45,5,54,220
50,4,55.98,212
56,4,56.33,201
67,0,58.49,214
76,0,60.11,176
85,0,61.33,13
89,0,60.67,31
94,0,59.25,255
96,0,57.85,55
97,0,57.14,235
98,0,56.43,13
98,0,55.44,231
98,0,54.44,242
99,0,53.72,202
99,0,52.72,247
99,0,52.72,163
99,0,51.72,197
99,0,50.73,175
99,0,50.73,178
100,0,52,216
77,2,55.62,144
42,1,52.12,142
33,3,50.09,199
32,5,49.26,228
30,5,50.17,219
30,4,50.17,215
33,5,50.97,226
33,4,50.09,222
34,4,49.12,240
43,2,51.85,221
59,0,54.01,246
70,0,54.91,221
76,0,54.29,235
81,0,53.13,181
84,0,53.15,352
87,0,52.15,229
90,0,52.09,245
91,0,51.41,212
88,0,49.5,242
87,0,48.21,349
90,0,48.14,13
90,0,47.15,182
90,0,48.14,17
87,1,48.21,176
56,3,49.77,176
49,1,53.58,170
29,2,50.13,354
27,5,49.09,330
25,3,46.19,344
29,3,48.39,329
37,4,51.39,81
44,1,56.12,355
49,0,56.35,14
63,0,59.62,339
66,1,57.11,189
75,0,57.8,5
78,0,55.98,35
85,0,57.4,10
84,0,55.11,205
86,0,54.78,3
88,0,54.43,11
90,0,53.08,217
93,0,53.98,173
94,0,53.29,177
95,0,52.58,222
96,0,52.87,7
97,0,53.16,181
96,0,53.87,181
75,0,57.8,148
43,2,56.4,245
37,5,54.07,210
35,5,53.45,212
33,5,53.62,212
31,4,51.93,218
32,5,50.14,222
33,4,50.09,216
35,3,49,209
42,2,51.21,222
59,2,54.95,228
61,0,53.03,213
69,0,53.56,25
74,0,52.59,39
78,0,52.09,222
82,0,51.51,177
84,0,51.19,191
85,0,50.53,237
87,0,50.18,227
85,0,48.57,187
82,0,46.62,173
84,0,46.29,241
85,0,46.6,332
85,0,46.6,228
53,2,46.42,158
27,2,43.04,163
22,5,41.17,222
23,5,43.16,222
22,4,45.39,224
24,4,45.97,215
30,4,49.29,221
32,4,49.26,214
33,4,48.32,211
39,3,50.12,222
49,2,50.81,223
54,0,49.72,221
61,0,50.2,28
68,0,50.28,237
74,0,49.69,188
75,0,49.08,232
78,0,49.17,218
81,0,48.24,237
84,0,48.25,244
87,0,48.21,226
